
104,0,0,0,0,1,
100,0,0,0,0,1,
103,0,0,0,0,1,
103,0,0,0,0,1,
101,0,0,0,0,1,
102,0,0,0,0,1,
102,0,0,0,0,1,

201,-3.4, 0.5, ,,,,,,,,,,,,,
201, 2.5, 0.5, ,,,,,,,,,,,,,
201, 2.5, 1.5, ,,,,,,,,,,,,,
200,-5.3, 0.5, 0.5,0.51,0.3,5
200,-4.4, 1.5, 1.5,0.5,0.3,5
200, 0.5, 1.0, 0.5,1.0,0.3,5
203, -1.4, 2.5, 2.4,0.5,0.3,5

300, -4.4, 0.5, 0,0,1,1
300, -1.6, 0.5, 0,0,1,1
300, 1.0, 0.5, 0,0,1,1

400,0,0, -9,5, -9,0, -6,0,
400,0,0, -2.8,0, -1.8,0, -1.8,1,
400,0,0, -1.0,0, 0,0, 0,1,
400,0,0, 3.05,0, 5,0, 3.05,3,
